source_id,location_id,type,pt_location_id,description,program_code,program_desc,ministry_client,resp_code,service_line_code,stob_code,project_code,merchant_id
SBC,67,Visa,20667,POWELL RIVER-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L67,58200,1461,3200000,22043836
SBC,68,Bank,20068,PRINCE GEORGE,70,SERVICE BC                              ,74,32H68,58200,1461,3200000,999999999
SBC,68,Amex,20868,PRINCE GEORGE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H68,58200,1461,3200000,23592353
SBC,68,Debit,20268,PRINCE GEORGE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H68,58200,1461,3200000,22043893
SBC,68,Mastercard,20468,PRINCE GEORGE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H68,58200,1461,3200000,22043893
SBC,68,Visa,20668,PRINCE GEORGE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H68,58200,1461,3200000,22043893
SBC,69,Bank,20069,PRINCE RUPERT,70,SERVICE BC                              ,74,32J69,58200,1461,3200000,999999999
SBC,69,Amex,20869,PRINCE RUPERT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J69,58200,1461,3200000,23592361
SBC,69,Debit,20269,PRINCE RUPERT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J69,58200,1461,3200000,22043919
SBC,69,Mastercard,20469,PRINCE RUPERT MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J69,58200,1461,3200000,22043919
SBC,69,Visa,20669,PRINCE RUPERT-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J69,58200,1461,3200000,22043919
SBC,70,Bank,20070,PRINCETON,70,SERVICE BC                              ,74,32G70,58200,1461,3200000,999999999
SBC,70,Amex,20870,PRINCETON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G70,58200,1461,3200000,23592379
SBC,70,Debit,20270,PRINCETON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G70,58200,1461,3200000,22043984
SBC,70,Mastercard,20470,PRINCETON MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G70,58200,1461,3200000,22043984
SBC,70,Visa,20670,PRINCETON-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G70,58200,1461,3200000,22043984
SBC,73,Bank,20073,QUEEN CHARLOTTE,70,SERVICE BC                              ,74,32J73,58200,1461,3200000,999999999
SBC,73,Amex,20873,QUEEN CHARLOTTE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J73,58200,1461,3200000,23592387
SBC,73,Visa,20673,QUEEN CHARLOTTE CITY-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J73,58200,1461,3200000,22044008
SBC,73,Debit,20273,QUEEN CHARLOTTE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J73,58200,1461,3200000,22044008
SBC,73,Mastercard,20473,QUEEN CHARLOTTE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J73,58200,1461,3200000,22044008
SBC,75,Bank,20075,QUESNEL,70,SERVICE BC                              ,74,32H75,58200,1461,3200000,999999999
SBC,75,Amex,20875,QUESNEL AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H75,58200,1461,3200000,23592395
SBC,75,Debit,20275,QUESNEL DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H75,58200,1461,3200000,22044164
SBC,75,Mastercard,20475,QUESNEL MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H75,58200,1461,3200000,22044164
SBC,75,Visa,20675,QUESNEL-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H75,58200,1461,3200000,22044164
SBC,80,Bank,20080,REVELSTOKE,70,SERVICE BC                              ,74,32G80,58200,1461,3200000,999999999
SBC,80,Amex,20880,REVELSTOKE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G80,58200,1461,3200000,23592403
SBC,80,Debit,20280,REVELSTOKE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G80,58200,1461,3200000,22044230
SBC,80,Mastercard,20480,REVELSTOKE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G80,58200,1461,3200000,22044230
SBC,80,Visa,20680,REVELSTOKE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G80,58200,1461,3200000,22044230
SBC,85,Bank,20085,SALMON ARM,70,SERVICE BC                              ,74,32G85,58200,1461,3200000,999999999
SBC,85,Amex,20885,SALMON ARM AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G85,58200,1461,3200000,23592411
SBC,85,Debit,20285,SALMON ARM DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G85,58200,1461,3200000,22044255
SBC,85,Mastercard,20485,SALMON ARM MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G85,58200,1461,3200000,22044255
SBC,85,Visa,20685,SALMON ARM-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G85,58200,1461,3200000,22044255
SBC,82,Bank,20101,SECHELT,70,SERVICE BC                              ,74,32L82,58200,1461,3200000,999999999
SBC,82,Amex,20882,SECHELT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L82,58200,1461,3200000,23592429
SBC,82,Debit,20282,SECHELT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L82,58200,1461,3200000,22044297
SBC,82,Mastercard,20482,SECHELT MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L82,58200,1461,3200000,22044297
SBC,82,Visa,20682,SECHELT-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L82,58200,1461,3200000,22044297
SBC,86,Bank,20086,SMITHERS,70,SERVICE BC                              ,74,32J86,58200,1461,3200000,999999999
SBC,86,Amex,20886,SMITHERS AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J86,58200,1461,3200000,23592437
SBC,86,Debit,20286,SMITHERS DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J86,58200,1461,3200000,22044305
SBC,86,Mastercard,20486,SMITHERS MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J86,58200,1461,3200000,22044305
SBC,86,Visa,20686,SMITHERS-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J86,58200,1461,3200000,22044305
SBC,83,Bank,20083,SPARWOOD,70,SERVICE BC                              ,74,32F83,58200,1461,3200000,999999999
SBC,83,Amex,20883,SPARWOOD AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F83,58200,1461,3200000,23592445
SBC,83,Debit,20283,SPARWOOD DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F83,58200,1461,3200000,22044313
SBC,83,Mastercard,20483,SPARWOOD MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F83,58200,1461,3200000,22044313
SBC,83,Visa,20683,SPARWOOD-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F83,58200,1461,3200000,22044313
SBC,84,Bank,20084,SQUAMISH,70,SERVICE BC                              ,74,32L84,58200,1461,3200000,999999999
SBC,84,Amex,20884,SQUAMISH AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L84,58200,1461,3200000,23592452
SBC,84,Debit,20284,SQUAMISH DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L84,58200,1461,3200000,22044362
SBC,84,Mastercard,20484,SQUAMISH MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L84,58200,1461,3200000,22044362
SBC,84,Visa,20684,SQUAMISH-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L84,58200,1461,3200000,22044362
SBC,87,Bank,20087,STEWART,70,SERVICE BC                              ,74,32J87,58200,1461,3200000,999999999
SBC,87,Amex,20887,STEWART AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J87,58200,1461,3200000,23592460
SBC,87,Debit,20287,STEWART DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J87,58200,1461,3200000,22044412
SBC,87,Mastercard,20487,STEWART MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J87,58200,1461,3200000,22044412
SBC,87,Visa,20687,STEWART-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J87,58200,1461,3200000,22044412
SBC,88,Bank,20088,TERRACE,70,SERVICE BC                              ,74,32J88,58200,1461,3200000,999999999
SBC,88,Amex,20888,TERRACE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J88,58200,1461,3200000,23592478
SBC,88,Debit,20288,TERRACE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J88,58200,1461,3200000,22044438
SBC,88,Mastercard,20488,TERRACE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J88,58200,1461,3200000,22044438
SBC,88,Visa,20688,TERRACE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J88,58200,1461,3200000,22044438
SBC,81,Bank,20081,TRAIL,70,SERVICE BC                              ,74,32F81,58200,1461,3200000,999999999
SBC,81,Amex,20881,TRAIL AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F81,58200,1461,3200000,23592486
SBC,81,Debit,20281,TRAIL DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F81,58200,1461,3200000,22044545
SBC,81,Mastercard,20481,TRAIL MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F81,58200,1461,3200000,22044545
SBC,81,Visa,20681,TRAIL-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F81,58200,1461,3200000,22044545
SBC,89,Bank,20089,UCLUELET,70,SERVICE BC                              ,74,32L89,58200,1461,3200000,999999999
SBC,89,Amex,20889,UCLUELET AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L89,58200,1461,3200000,23592494
SBC,89,Debit,20289,UCLUELET DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L89,58200,1461,3200000,22044628
SBC,89,Mastercard,20489,UCLUELET MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L89,58200,1461,3200000,22044628
SBC,89,Visa,20689,UCLUELET-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L89,58200,1461,3200000,22044628
SBC,91,Bank,20091,VALEMOUNT,70,SERVICE BC                              ,74,32H91,58200,1461,3200000,999999999
SBC,91,Amex,20891,VALEMOUNT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H91,58200,1461,3200000,23592502
SBC,91,Debit,20291,VALEMOUNT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H91,58200,1461,3200000,22044701
SBC,91,Mastercard,20491,VALEMOUNT MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H91,58200,1461,3200000,22044701
SBC,91,Visa,20691,VALEMOUNT-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H91,58200,1461,3200000,22044701
SBC,92,Bank,20092,VANDERHOOF,70,SERVICE BC                              ,74,32H92,58200,1461,3200000,999999999
SBC,92,Amex,20892,VANDERHOOF AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H92,58200,1461,3200000,23592510
SBC,92,Debit,20292,VANDERHOOF DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H92,58200,1461,3200000,22044750
SBC,92,Mastercard,20492,VANDERHOOF MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H92,58200,1461,3200000,22044750
SBC,92,Visa,20692,VANDERHOOF-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H92,58200,1461,3200000,22044750
SBC,93,Bank,20093,VERNON,70,SERVICE BC                              ,74,32G93,58200,1461,3200000,999999999
SBC,93,Amex,20893,VERNON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G93,58200,1461,3200000,23592528
SBC,93,Debit,20293,VERNON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G93,58200,1461,3200000,22044859
SBC,93,Mastercard,20493,VERNON MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G93,58200,1461,3200000,22044859
SBC,93,Visa,20693,VERNON-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G93,58200,1461,3200000,22044859
SBC,94,Bank,20094,VICTORIA,70,SERVICE BC                              ,74,32L94,58200,1461,3200000,999999999
SBC,94,Amex,20898,VICTORIA AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L94,58200,1461,3200000,23759473
SBC,94,Debit,20298,VICTORIA DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L94,58200,1461,3200000,20777441
SBC,94,Mastercard,20498,VICTORIA MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L94,58200,1461,3200000,20777441
SBC,94,Visa,20698,VICTORIA VISA POS,1339,SERVICE BC VISA POS                     ,74,32L94,58200,1461,3200000,20777441
SBC,97,Bank,20097,WILLIAMS LAKE,70,SERVICE BC                              ,74,32H97,58200,1461,3200000,999999999
SBC,97,Amex,20897,WILLIAMS LAKE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H97,58200,1461,3200000,23592536
SBC,97,Debit,20297,WILLIAMS LAKE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H97,58200,1461,3200000,22044933
SBC,97,Mastercard,20497,WILLIAMS LAKE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H97,58200,1461,3200000,22044933
SBC,97,Visa,20697,WILLIAMS LAKE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H97,58200,1461,3200000,22044933
SBC,52,Bank,90510,MOBILE OUTREACH CHILLIWACK,70,SERVICE BC                              ,74,32F52,58200,1461,3200142,999999999
SBC,52,Debit,90522,SBC MOBILE OUTREACH DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F52,58200,1461,3200142,24103846
SBC,52,Amex,90523,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F52,58200,1461,3200142,93683283
SBC,52,Mastercard,90521,SBC MOBILE OUTREACH POS M/C,315,SERVICE BC M/C POS                      ,74,32F52,58200,1461,3200142,24103846
SBC,52,Visa,90520,SBC MOBILE OUTREACH POS VISA,1339,SERVICE BC VISA POS                     ,74,32F52,58200,1461,3200142,24103846
SBC,62,Bank,90514,MOBILE OUTREACH SURREY,70,SERVICE BC                              ,74,32F62,58200,1461,3200142,999999999
SBC,62,Amex,90539,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F62,58200,1461,3200142,93683143
SBC,62,Debit,90538,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F62,58200,1461,3200142,24103838
SBC,62,Mastercard,90537,SBC MOBILE OUTREACH POS M/C,315,SERVICE BC M/C POS                      ,74,32F62,58200,1461,3200120,24103838
SBC,62,Visa,90536,SBC MOBILE OUTREACH POS VISA,1339,SERVICE BC VISA POS                     ,74,32F62,58200,1461,3200142,24103838
SBC,53,Bank,90511,MOBILE OUTREACH CRANBROOK,70,SERVICE BC                              ,74,32F53,58200,1461,3200142,999999999
SBC,53,Amex,90527,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F53,58200,1461,3200142,93683267
SBC,53,Debit,90526,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F53,58200,1461,3200142,24103895
SBC,53,Mastercard,90525,SBC MOBILE OUTREACH POS M/C,315,SERVICE BC M/C POS                      ,74,32F53,58200,1461,3200142,24103895
SBC,53,Visa,90524,SBC MOBILE OUTREACH POS VISA,1339,SERVICE BC VISA POS                     ,74,32F53,58200,1461,3200142,24103895
SBC,59,Bank,90515,MOBILE OUTREACH VANDERHOOF,70,SERVICE BC                              ,74,32F59,58200,1461,3200142,999999999
SBC,59,Amex,90543,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F59,58200,1461,3200142,93683176
SBC,59,Debit,90542,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F59,58200,1461,3200142,24103879
SBC,59,Mastercard,90541,SBC MOBILE OUTREACH POS M/C,315,SERVICE BC M/C POS                      ,74,32F59,58200,1461,3200142,24103879
SBC,59,Visa,90540,SBC MOBILE OUTREACH POS VISA,1339,SERVICE BC VISA POS                     ,74,32F59,58200,1461,3200142,24103879
SBC,57,Bank,90513,MOBILE OUTREACH KAMLOOPS,70,SERVICE BC                              ,74,32F57,58200,1461,3200142,999999999
SBC,57,Amex,90535,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F57,58200,1461,3200142,93683275
SBC,57,Debit,90534,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F57,58200,1461,3200142,24103861
SBC,57,Visa,90532,SBC MOBILE OUTREACH POS VISA,1339,SERVICE BC VISA POS                     ,74,32F57,58200,1461,3200142,24103861
SBC,57,Visa,90533,SBC MOBILE OUTREACH POS VISA,1339,SERVICE BC VISA POS                     ,74,32F57,58200,1461,3200142,24103861
SBC,54,Bank,90512,MOBILE OUTREACH DUNCAN,70,SERVICE BC                              ,74,32F54,58200,1461,3200142,999999999
SBC,54,Mastercard,90529,SBC MOBILE OUREACH POS M/C,315,SERVICE BC M/C POS                      ,74,32F54,58200,1461,3200142,24103853
SBC,54,Amex,90531,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F54,58200,1461,3200142,93683184
SBC,54,Debit,90530,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F54,58200,1461,3200142,24103853
SBC,54,Visa,90528,SBC MOBILE OUTREACH POS VISA,1339,SERVICE BC VISA POS                     ,74,32F54,58200,1461,3200142,24103853
SBC,96,Bank,90509,MOBILE OUTREACH WEST KELOWNA,70,SERVICE BC                              ,74,32F96,58200,1461,3200142,999999999
SBC,96,Amex,90519,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F96,58200,1461,3200142,93683226
SBC,96,Debit,90518,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F96,58200,1461,3200142,24103887
SBC,96,Mastercard,90517,SBC MOBILE OUTREACH POS M/C,315,SERVICE BC M/C POS                      ,74,32F96,58200,1461,3200142,24103887
SBC,96,Visa,90516,SBC MOBILE OUTREACH POS VISA,1339,SERVICE BC VISA POS                     ,74,32F96,58200,1461,3200142,24103887
LABOUR,62719,Bank,62719,REVENUE-VICTORIA                        ,112,LABOUR GENERAL                          ,127,51622,52300,4581,5155555,999999999
LABOUR,44005,Bank,44005,EMPLOYMENT STANDARDS - VICTORIA         ,161,EMPLOYMENT STANDARDS                    ,0TW,51650,53702,4798,5155555,999999999
LABOUR,44016,Mastercard,44016,EMPLOYMENT STDS BR VICTORIA-MC POS      ,541,EMPLOYMENT STANDARDS BRANCH MC POS      ,127,51622,52300,4581,5155555,23302208
LABOUR,44015,Amex,44015,EMPLOYMENT STDS BR VICTORIA-AMEX POS    ,542,EMPLOYMENT STANDARDS BRANCH AMEX POS    ,127,51622,52300,4581,5155555,25276773
LABOUR,44017,VisaDebit,44017,EMPLOYMENT STDS BR VICTORIA-VSA/DBT POS ,543,EMPLOYMENT STANDARDS BR VISA\DEBIT POS  ,127,51622,52300,4581,5155555,23302208
LABOUR,44018,Visa,44018,TALENT AGENCY LICENCING INTERNET VISA   ,627,EMPLOYMENT STANDARDS BR INTERNET VISA   ,0TW,51650,53702,4798,5155555,23700609
LABOUR,44019,VisaDebit,44019,TALENT AGENCY LICENCING INT VISA DEBIT  ,628,EMPLOYMENT STANDARDS BR INT VISA DEBIT  ,0TW,51650,53702,4798,5155555,23700609
LABOUR,44020,Mastercard,44020,TALENT AGENCY LICENCING INTERNET M/C    ,629,EMPLOYMENT STANDARDS BR INTERNET M/C    ,0TW,51650,53702,4798,5155555,23700609
LABOUR,44021,MastercardDebit,44021,TALENT AGENCY LICENCING INT DEBIT M/C   ,630,EMPLOYMENT STANDARDS BR INT DEBIT M/C   ,0TW,51650,53702,4798,5155555,23700609
LABOUR,44022,Amex,44022,TALENT AGENCY LICENCING INTERNET AMEX   ,631,EMPLOYMENT STANDARDS BR INTERNET AMEX   ,0TW,51650,53702,4798,5155555,29266051
LABOUR,44597,Visa,44597,EMPLOYMENT STANDARDS ICEPAY VISA        ,672,EMPLOYMENT STANDARDS ICEPAY VISA        ,127,51622,52300,4581,5155555,23956607
LABOUR,44602,Visa,44602,EMPLOYMENT STANDARDS TRUST ICEPAY VISA  ,672,EMPLOYMENT STANDARDS ICEPAY VISA        ,0TW,51650,53702,4798,5155555,23956599
LABOUR,44598,VisaDebit,44598,EMPLOYMENT STANDARDS ICEPAY VISA DEBIT  ,673,EMPLOYMENT STANDARDS ICEPAY VISADEBIT   ,127,51622,52300,4581,5155555,23956607
LABOUR,44603,VisaDebit,44603,EMPLOYMENT STANDARDS TRUST ICEPAY VSADBT,673,EMPLOYMENT STANDARDS ICEPAY VISADEBIT   ,0TW,51650,53702,4798,5155555,23956599
LABOUR,44599,Mastercard,44599,EMPLOYMENT STANDARDS ICEPAY M/C         ,674,EMPLOYMENT STANDARDS ICEPAY M/C         ,127,51622,52300,4581,5155555,23956607
LABOUR,44604,Mastercard,44604,EMPLOYMENT STANDARDS TRUST ICEPAY M/C   ,674,EMPLOYMENT STANDARDS ICEPAY M/C         ,0TW,51650,53702,4798,5155555,23956599
LABOUR,44600,MastercardDebit,44600,EMPLOYMENT STANDARDS ICEPAY DEBIT M/C   ,675,EMPLOYMENT STANDARDS ICEPAY DEBIT M/C   ,127,51622,52300,4581,5155555,23956607
LABOUR,44605,MastercardDebit,44605,EMPLOYMENT STANDARDS TRUST ICEPAY DBT MC,675,EMPLOYMENT STANDARDS ICEPAY DEBIT M/C   ,0TW,51650,53702,4798,5155555,23956599
LABOUR,44601,Amex,44601,EMPLOYMENT STANDARDS ICEPAY AMEX        ,676,EMPLOYMENT STANDARDS ICEPAY AMEX        ,127,51622,52300,4581,5155555,91226713
LABOUR,44606,Amex,44606,EMPLOYMENT STANDARDS TRUST ICEPAY AMEX  ,676,EMPLOYMENT STANDARDS ICEPAY AMEX        ,0TW,51650,53702,4798,5155555,91226721
